run_id,market,model,feature_set,seed,config_sha256,aligned_warmup_rows,matched_plan_path
wig20__linear_regression__indicators__seed7,wig20,linear_regression,indicators,7,f04ec4da2dd38d03e2a28f98f623d4a69509dfa07853d23c279e34382c878ea8,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__linear_regression__indicators__seed42,wig20,linear_regression,indicators,42,25d821fbb45bb597093266f97b5bdd8fadee71eddec2f1805db083d9993c9f38,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__linear_regression__indicators__seed123,wig20,linear_regression,indicators,123,2e83c72e0f1b62dfad9572cc2a35c5e83a40fdde6f793babd99ba343a0a68431,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__linear_regression__indicators__seed2026,wig20,linear_regression,indicators,2026,adfee7aef1a1b166b266e005b0806760d023d690c985758cd1982d0ec9d43580,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__close__seed1,wig20,cnn1d,close,1,e67a25feda92f8864e81ed834722db0894374d517b744e05d4981d41a84acf74,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__close__seed7,wig20,cnn1d,close,7,aca3be51cfc11045bfd50df29cd8feae7ec254c53a7e2131ea21d1661b57bb85,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__close__seed42,wig20,cnn1d,close,42,e7703c10a200bc11f35c76e86ce4770c8126eeb0045d43ae3c2cbf620a691801,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__close__seed123,wig20,cnn1d,close,123,c16fddf1afc196421bd9754f0bf21e5da270ed3c2ca5d89c6478cea69627f58b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__close__seed2026,wig20,cnn1d,close,2026,65ed38781662a49e66846f38a66d4aa03826f29297300d283fcfe33212e3c860,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__indicators__seed1,wig20,cnn1d,indicators,1,24a1a67e92fd9e44b86fd8c4186a095704986c46cc4f3f036432c749ddbee8fd,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__indicators__seed7,wig20,cnn1d,indicators,7,c5c56ba37c043d79c29a635bd0caa9a5b36df4ccb59ca2558f65917bb95ade30,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__indicators__seed42,wig20,cnn1d,indicators,42,0a8ddaf2642f2c469e2b190bcf9ecd309929fbb300354c83d4c0f8aabaf44db4,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__indicators__seed123,wig20,cnn1d,indicators,123,c635b2d21f3069cd44d4bb35ff862e339493b171c4c81d7b8fb5ad55b70298b3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__cnn1d__indicators__seed2026,wig20,cnn1d,indicators,2026,21b423e3a5508583458f4662f199d92899b4ecbc32671a2649dfab12c8a7f8a5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__close__seed1,wig20,mlp,close,1,4870a6c71e684b469e3e4ca10c9634f72791c9758ab91c17c388a7b10852c08d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__close__seed7,wig20,mlp,close,7,77a3529160b0ad99b820ed2950d3cb64981c824a3dd52462c9c4e08b40436fc3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__close__seed42,wig20,mlp,close,42,6167b9cfde921a5fd28ba22b405c16bfeefe5ff7a24cab991a3d007fd1f01cd2,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__close__seed123,wig20,mlp,close,123,77aee6b623d76c0182bdd0f18d7c1c0bbab366956a9cb8ae6d220d748d2a9186,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__close__seed2026,wig20,mlp,close,2026,fbcfb07ebb23e6bb62fca12c6fb07dd2cf15aa6b8290365d05f1670f544d640d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__indicators__seed1,wig20,mlp,indicators,1,1dfd0ac994772bc1a79af08b2b361f86d39cf520adaa8a55edeea35dd24e52a4,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__indicators__seed7,wig20,mlp,indicators,7,3a04c9f111b9e55ca8eabe043707b0c96ba17fdf027bcff126a4b18d3d202afa,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__indicators__seed42,wig20,mlp,indicators,42,d29000179704924c3b360539a689ddc9dcc000a6f37cea7bdf2fa9b5c59036b3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__indicators__seed123,wig20,mlp,indicators,123,730c57ceb262653829eadca8a25c13ce1e7fc0ac74f1c0a09dee65dd4920fd55,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__mlp__indicators__seed2026,wig20,mlp,indicators,2026,176ff8cb93e3a2d2ddf5dac3311b6f28a805392dba4dd400f73e5230680f1447,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__close__seed1,wig20,lstm_gru,close,1,6f2f8805405ae0b41c89b8f96ff40c0ecdca70dc491a7131306828abf8af54b1,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__close__seed7,wig20,lstm_gru,close,7,6c2aef43875e991b2a00982e0679997e32ead03bfe8fe20d7231d2cf90085877,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__close__seed42,wig20,lstm_gru,close,42,cc2e1d5b3cc6172ffbca41ca1ed62b3f67c2c21864d1eeaff39d4bece92f4767,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__close__seed123,wig20,lstm_gru,close,123,36382016bb77154d0ec2c5c22c68bda745aa85179918f2819eae22fce81b8e7b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__close__seed2026,wig20,lstm_gru,close,2026,ff6aaac828e95cde3447e42743e06c83c113f34f72e23d3a8337a92171fdfa67,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__indicators__seed1,wig20,lstm_gru,indicators,1,c775b4eaf98f57dc0d30a5997ad3350283acf53835117ba0e2ba298d2191d04c,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__indicators__seed7,wig20,lstm_gru,indicators,7,e7737085f2f1272384e6875d7daa935d2a274993e3842571fa45e0dd76799ae1,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__indicators__seed42,wig20,lstm_gru,indicators,42,5d80b3cc77b6b08d106ee9f0e80db2190d35212935d58e8fb46a15f93a3511f3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__indicators__seed123,wig20,lstm_gru,indicators,123,a7d87359fbfa601eb64f423f85f8cda4ef7e9482cb79d9f92a806c8788788d9f,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__lstm_gru__indicators__seed2026,wig20,lstm_gru,indicators,2026,39692ac03ec1c5889a41ff90a0b15b87278edb2e0046a2c7b641d00c5d3a954a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__close__seed1,wig20,dnfs,close,1,04b24f986a02c525fd4643d972aba777cec0632ebde32b76137dc7f80c1396b5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__close__seed7,wig20,dnfs,close,7,721ee6d304f06d616d3e67cb121266836888814f356cc04e9aae07bb7db19c49,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__close__seed42,wig20,dnfs,close,42,2b5aa08ce52eef1379f0c80e798e8a4101424b68fedea4626d858ac030a3e11f,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__close__seed123,wig20,dnfs,close,123,2a44bc0cfa3a142ba58eec94d9bd9adb28fdea77ddb27ca44a25b591384781c8,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__close__seed2026,wig20,dnfs,close,2026,2086b9f5b2d7fdbd673c15a20f36300129b21c01f11432307b3a51b75e9a9bd8,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed1,wig20,dnfs,indicators,1,a561c4ef5fa8182c70e17ebcc4c58701bb6b4f74d30a74666d939f0c0f37ccdb,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed7,wig20,dnfs,indicators,7,50e11d044ae6d6668065c9cf76392f3d06f8dc1246de66dd43661bb192344edc,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed42,wig20,dnfs,indicators,42,c8cc0834c23f8eb792700185cd4997059481540bdd526585240f0d9401ce6a95,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed123,wig20,dnfs,indicators,123,1bb85a1b57d63cb6e12da6f2181fca8bdf20323069679d2268cd539ce38e3b42,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed2026,wig20,dnfs,indicators,2026,35743047e1ecb34f33887f507ec4344db66f502bf48d0fe0799aee686077a95d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/wig20_plan.csv
sp500__naive_persistence__close__seed1,sp500,naive_persistence,close,1,8e925444972bf3b64ec8192623cba48dc98e03fe66f6342266f14b59fac76aee,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed7,sp500,naive_persistence,close,7,ca772b4329d73a977a3b8f36c13a5ae80e9721768562cdeafe51ae1d1f9e4a67,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed42,sp500,naive_persistence,close,42,b883f89b1247f7c65fab8a29b4ac74bd27cd1c5439ca17fcc067897713154102,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed123,sp500,naive_persistence,close,123,31917d672945876c27318cdb8979db31b61785f43e962b9e9adf3008a268b83c,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed2026,sp500,naive_persistence,close,2026,7098662852d42bab132ee8865be037a927607cb4d786bb9803986ac29e94f118,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed1,sp500,naive_persistence,indicators,1,26a305909c8713801c69bb91d6137d749037824207c1a784c74a3f197ccd4012,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed7,sp500,naive_persistence,indicators,7,37e1533dcc9795a2b85a1ea2d93f0be60f75fa7bb3c0d437560708e372806bb6,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed42,sp500,naive_persistence,indicators,42,189af56fc84f6e4ed71233140eeab524339846d24c1293b488d60617b4313234,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed123,sp500,naive_persistence,indicators,123,628b5773f28ff3327a7362eeb892c9399645e3a6d8d4600cd420efda158159b4,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed2026,sp500,naive_persistence,indicators,2026,4ccadd99c4b9204666fa9180ec198efb129f26cc87b04bd2da3d1c9361bc7677,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed1,sp500,linear_regression,close,1,442f6a46f0bbd7d164b2a45aa8143440db8352834a1b1584cd4eed5404a07e7d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed7,sp500,linear_regression,close,7,e64cfb693c7b9012f53c4217e46b5cc011d6f50d97385c1dd773c20353b3edac,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed42,sp500,linear_regression,close,42,e3c519da5e3d315925eba283ff782585070fd03f1030e9082f116a1e38ea257d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed123,sp500,linear_regression,close,123,78d58cca047d10f83b71134689c9ae34f2d8b083b89859f64c671f815404740a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed2026,sp500,linear_regression,close,2026,eaae305e6adf9913cd7dc1fd6e5e680a604570d95c3e2e57500f1be228907405,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed1,sp500,linear_regression,indicators,1,8a0d82ab1129bc4891e392e644ab706eb30d85654613554cdf2aec48f85b06ef,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed7,sp500,linear_regression,indicators,7,2b4cdc3e13648f5b05bdc79d5276810f9d0a54f8ce8f28eed9f08fbe4100f797,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed42,sp500,linear_regression,indicators,42,fd9b83e6fb3fb9a492c44c3d91d85cf8ce62f23b365ca839ecb78b3543d6e537,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed123,sp500,linear_regression,indicators,123,a3ac0fe3510289b4a6158452dd98b5fc8bea125ebdc2caedb26ed8abf444d750,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed2026,sp500,linear_regression,indicators,2026,7e8500c4ac09c15ed9c4574e0ab0b49dac5fe6fb00863f4db16f53fac20acb97,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed1,sp500,cnn1d,close,1,b5af1b5a06a160fa031e22cd7d84f68da943f75b06b6eb8ca6a66a6206d1d6fa,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed7,sp500,cnn1d,close,7,772638a867ce1545499f90c53fc55190fe2d7d00b713aabcd374976af0131445,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed42,sp500,cnn1d,close,42,cba11b7157edc8d315b24b3ba6efa34ab38f2f397771604fe805e2b815ae3fa6,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed123,sp500,cnn1d,close,123,a698145053e668568e602d91761c1adafb226fad82355c81ab3f1857d1e53c2d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed2026,sp500,cnn1d,close,2026,8f8323ec38ca3d1648e2a7e6288e9c669e6f7fad1e391e0080cfcea6a18c4180,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed1,sp500,cnn1d,indicators,1,3559afd443812a84fc467d0c754e4c088f82ee79531b3d02c699531db95c0562,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed7,sp500,cnn1d,indicators,7,dffa8605739ff533a506a8cc68c3b0299382f99d2f9a84c61ccd486e4ed3631a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed42,sp500,cnn1d,indicators,42,70b12a2794ba770fdd4d0079a431a8414dbb9f29225579631ce7517a53aabc8d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed123,sp500,cnn1d,indicators,123,3429c4c506f846bee9913b1d42514bfbad0797e01b4b431142fcf940398017b5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed2026,sp500,cnn1d,indicators,2026,22e18b7d05269043683bd27da9f92e09438de4c6a17ae8116289b2c2610e984a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed1,sp500,mlp,close,1,4a6b008260f64893a633aded9db982b9251c4d04845d18d360b628be1fdc37d3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed7,sp500,mlp,close,7,22d08130dd32e30e66b84388bc2b74f02ee3c566ec66360ea72a0895dcdf32ce,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed42,sp500,mlp,close,42,ead47faa688501627ddb15a034bca94536c37bfb6119583a98421fdafc6b7d14,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed123,sp500,mlp,close,123,1ee3f8b2bccf2c0564380c8b986c6d69c879dcd92fa7ae41f3e0750eb37f4ba5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed2026,sp500,mlp,close,2026,f64b807a0f205cbdd1a117d61a1dd852d4d2e5213d8efce58ece34c1ef91012a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed1,sp500,mlp,indicators,1,399aba4f0b456eb652753aa29c2fea1acab8963a58581e26307bd078ddeecfc5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed7,sp500,mlp,indicators,7,027f9915cbb4e3ed6273e9f91e32ca58c9577bfed7ddefd93d2bb143b4cdf90b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed42,sp500,mlp,indicators,42,296e40953fe034dec78d4b318ff9b064feccec9f19820abf39c8d22d61aa3ab9,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed123,sp500,mlp,indicators,123,e985de87488a6d5da22d41fe369c8590954961aad9628131ac149cec5a3ffc0c,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed2026,sp500,mlp,indicators,2026,e68a73eb2d9842f79dc13e947f0a8df9de3a78b5a2fe56232cc4dc95edd25cc4,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed1,sp500,lstm_gru,close,1,1cc70bb6f7fb382c9329f70e296db19fc9387d2d8ff7ceba9d5007b1f94d5f0d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed7,sp500,lstm_gru,close,7,2ad46c4edaef27f8b9d99204c92fb131959a485f247402624b0d1a9c98d19564,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed42,sp500,lstm_gru,close,42,b896a8598712befb6a44030ade480b9bc81540f110c1a96ff430c5a7bc36bbd3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed123,sp500,lstm_gru,close,123,2e623032e4281c5a24c7f1bd01a2f9b8798ee45e6ee9767b8ee26373944b1b2f,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed2026,sp500,lstm_gru,close,2026,fdec24ed7c647ff13974302a3f167abaa241b280a639136a4a9da8c2a3b23477,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed1,sp500,lstm_gru,indicators,1,e94bac53be29a44c2648dec605d5e11043cde56e7648cd350a49fe985d193985,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed7,sp500,lstm_gru,indicators,7,d47e6de06ade24264d752d3481d54494d0c375d15e25830085267fbeb89375eb,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed42,sp500,lstm_gru,indicators,42,bae386916850bcb62379120a4c93796b0760b7daa0d56e603e808cddb286feb2,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed123,sp500,lstm_gru,indicators,123,9509a9c6f1389fd8e6998eb7124a31a633a3ae2bf03254ee8f64c3cd929052d8,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed2026,sp500,lstm_gru,indicators,2026,1488deec97da09bb696aa91b6e7a9c0a7fbb80afe4f3572536c5a3ca0c2ad4f9,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed1,sp500,dnfs,close,1,428594c5f5f497d69ed73c7be8868a28c1d24a20931422844847de4374cfc427,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed7,sp500,dnfs,close,7,b9785b81a0071fc2b3e8c7ac62f4fe444a1a8bed1519515fd948ba2867999bc8,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed42,sp500,dnfs,close,42,af91ea4e2b12023681a2eb130a0cb9eaf1a22b2afd652c4a69d9700992d0ca8a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed123,sp500,dnfs,close,123,373b2eca3b7a9b945e829395c09769baae3a9598eb54899f7216c9d3c07140a9,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed2026,sp500,dnfs,close,2026,e101ce05fae86500e32f64181cd6fb90481e2163089bbdab0d7ce408cabeefc5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed1,sp500,dnfs,indicators,1,65f8c3b1c49bf91548ec7942f164fbfde9b3af40548667dfe22bf41fae1b2b9b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed7,sp500,dnfs,indicators,7,e2106623d23e725ce7bdf2fe97b6191b8e683a93c5815877da58652db65bc0fd,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed42,sp500,dnfs,indicators,42,df5475f62efe0084a8708af55d2a44103d37c1f4b15e92b52f249e5dd0434adf,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed123,sp500,dnfs,indicators,123,76fe7ed0b2a3c577a6ae23cfe5933d758ba5ee7c085017c9bb19920ea5c40b0f,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed2026,sp500,dnfs,indicators,2026,07f414544e14f770f2c53094932e483d890c4c0079fc10159babddd61bab2996,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/sp500_plan.csv
bist100__naive_persistence__close__seed1,bist100,naive_persistence,close,1,95d09fa9e5d2d3c1c86ae7ce1a536efba6a7673db52da5116246885853baa5e0,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
