usage_regularization,horizon_step,price_rmse_mean,price_rmse_std,persistence_price_rmse,improvement_vs_persistence_pct_mean,seeds_won_vs_persistence
3e-3,15,112.60383840795134,11.89739971202865,114.10496636728968,1.315567592830608,3
3e-3,16,122.9085149846768,13.224083158928222,124.21424786059978,1.051194124999546,3
3e-3,17,134.58457226026894,15.150575118863838,134.1555368147593,-0.3198045013244865,3
3e-3,18,158.44023108906663,16.491576521229096,157.60469521284404,-0.5301465639042128,3
3e-3,19,154.6441298179329,17.056524903910656,155.1690157313927,0.3382672184815572,3
3e-3,20,150.1044902307953,18.295773700219822,149.8426607721854,-0.1747362581928286,3
3e-4,1,27.458667791505235,0.4513039644198827,27.754033354992316,1.0642257278758716,4
3e-4,2,44.20178480976885,1.4342082196597765,43.584491523255416,-1.416314071678603,1
3e-4,3,51.061974364836146,1.8465752639184252,51.22425737877111,0.31680891483693174,3
3e-4,4,56.348553055325716,2.3704472430060997,56.32903423768575,-0.034651433144778455,1
3e-4,5,95.47267290630124,3.864533562578385,92.17911956274942,-3.5729928417354713,1
3e-4,6,109.62780763319726,4.330987104482068,107.40401603448495,-2.0704920363483557,2
3e-4,7,101.89359780149908,4.913099394505625,99.48074340343514,-2.425448700437256,2
3e-4,8,86.49270714957883,5.902323660311705,82.89921603154957,-4.334770930356772,2
3e-4,9,88.26579213208541,6.646693612589066,84.90129828759552,-3.962829676753556,2
3e-4,10,74.53069192279872,6.794749632210811,72.50754953007278,-2.790250678499125,3
3e-4,11,86.27494241507685,7.134102890149001,85.40165691117862,-1.0225627177309713,3
3e-4,12,96.41253071375074,7.780511557606259,96.85971216268328,0.4616795145761604,3
3e-4,13,108.56338549993026,8.525156305610148,107.62501510291597,-0.8718887482774951,3
3e-4,14,93.43032935929344,9.475782457013665,92.96627599200448,-0.499163123764219,3
3e-4,15,113.10140896895741,10.168242511792664,114.10496636728968,0.8795036975883427,3
3e-4,16,123.58019256716435,11.51550218898818,124.21424786059978,0.5104529507331683,3
3e-4,17,135.48899786218837,12.917089706748776,134.1555368147593,-0.9939664654096976,3
3e-4,18,158.97301155501714,13.126098568267068,157.60469521284404,-0.868195164062336,3
3e-4,19,154.744700992287,14.386966696272335,155.1690157313927,0.2734532645616743,3
3e-4,20,150.40017988910955,15.288109814684564,149.8426607721854,-0.37206968566299664,3
