model,fold,mae,rmse,mape,r2,price_mae,price_rmse,price_mape,price_r2,run_id,market,feature_set,seed,artifact_dir
cnn1d,11,0.0470719953273621,0.053259085204033,110.29072156342797,0.3597927183153404,270.34638202898657,303.56326370048976,4.765574782636064,0.3757149379729909,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,12,0.2290003620221753,0.2653832992378775,344.755436414446,-21.784953334956043,1407.766407123518,1627.601859298572,19.75256318036852,-16.777406893709884,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,13,0.024820021405149,0.0299609445605359,1369.272962876784,0.093687144291901,196.2185751396617,235.57522458023888,2.527378756579125,0.0969527519177957,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,14,0.1470219841711955,0.1583839900658195,5649.599561674523,-28.15663866137618,1310.524058763107,1424.9884590909296,16.03594673862133,-34.990060729579874,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,15,0.0859063286124049,0.097552915287722,121.5544094283892,-4.979442248198708,701.6987544431342,793.8899137568511,9.086323269492077,-5.280585635819778,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,16,0.0156884755950578,0.017864993754096,326.14431271884365,0.040782341137976,123.15634950262434,140.57058538100904,1.5571226473180813,0.0362122518728685,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,17,0.0585714743882243,0.072150239691843,203.26085976740984,-4.224808575399837,462.9860834176117,568.2849706199873,6.1257537734909775,-4.497176686595809,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,18,0.0244053326446349,0.0305166138629317,56.42195210587479,0.0713635412827818,199.2542210727931,251.4147907507403,2.486847491398927,-0.0058122773477153,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,19,0.0344455310128918,0.0382053448268943,92.65475008220368,-0.4252763102637409,308.6712329559164,343.7516346389214,3.372717047451649,-0.4420548073844854,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,20,0.1030364857975014,0.1267886707376188,326.4022850253234,-64.30400851327965,858.8731782342387,1046.7346775691385,9.545782020817608,-54.352684445800975,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,21,0.6168817912531217,0.7011996054269243,2933.097089714703,-351.503660969097,4102.513764506303,4531.462010643239,42.92876845525271,-167.9212703505426,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,22,0.402172758738609,0.4547511350463578,934.3142030633054,-287.201413953822,3318.7297844009213,3674.651409163055,31.59839495069126,-170.6658797764186,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,23,0.0594596277801339,0.0801825043970157,1010.317468709059,-12.208534492543684,596.2384827015304,801.8975937937688,5.63761368530416,-11.201252329570478,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,24,0.3283908883584058,0.3751275808189683,6406.847410162769,-307.6927563126005,2943.93662829143,3303.80816487462,26.78714065907501,-204.2743704881304,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,25,0.3661291675409083,0.4206277497789256,534.4846501763107,-158.1280526792752,2909.301055916012,3234.0886721461466,29.168245960459053,-88.25517819644621,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,26,0.4149841257336968,0.46511047320025,4736.832997254192,-657.5057769927099,3177.130464442936,3471.244281115536,32.488341137446774,-383.5147839219246,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,27,0.1048385415229669,0.1216541866991804,731.5531359129915,-6.57561837373581,882.7659782647355,1002.561230365783,9.78288381699687,-4.902544405985047,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,28,0.279882770085834,0.3163356967016131,1803.6243559261968,-132.71278424324026,2152.623331271426,2401.492974309664,23.590875146945084,-93.29693451965726,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,29,0.0126228667848703,0.0156663161815243,25.347081690999943,0.728949337325176,123.68666588754522,153.72938968994058,1.261293874681011,0.7217849930903757,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,30,0.054770902362446,0.0601674575821463,766.2228508403035,-19.075561462950517,557.2104538105381,613.6909788928637,5.6627655248657724,-20.487390961229377,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,31,0.0173340251021212,0.0195622821696246,304.1623879391818,-1.4127398463616747,172.8386304726675,194.8393791477308,1.744580806515304,-1.4244173898972727,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,32,0.028226348374214,0.0356007794948657,899.4926422548241,0.1135834235434121,281.65041518893975,353.16332432857047,2.883581437459484,0.1413685524662749,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,33,0.1211479494460063,0.1324312010227267,107.41699122025908,-5.655390529601369,1233.762411715495,1346.422662153013,13.036348317409052,-5.828259773233147,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
