model,fold,mae,rmse,mape,r2,price_mae,price_rmse,price_mape,price_r2
gru,0,0.0162181997355457,0.0181658587358657,105.2505497915298,-0.955794253594257,34.833097755133394,39.07350090442676,1.6092054204402118,-0.961935923312788
gru,1,0.0469544855339263,0.0510367195907609,102.74000675800605,-5.5875016408471465,96.2792844972046,104.25522757200852,4.828480804065446,-5.880173401539914
gru,2,0.0166625310058389,0.0206970789364374,101.81133925369306,-0.1686997099703988,31.963477746846937,39.55613728143333,1.6830818598766832,-0.16144692611633
gru,3,0.0808687386117898,0.0868735926127867,95.66669101101375,-5.237955058352836,162.77832315120182,175.65751496037677,7.721847701704461,-4.967183230551406
gru,4,0.0218970990104549,0.0245912570372507,75.54083389334838,-0.4871140403617437,48.42702170141111,54.59703286212956,2.1636245902149005,-0.5016613901100049
gru,5,0.0110319080859874,0.0132651529054129,145.49076517333427,-0.2619432909605159,25.595200108946415,30.841043607691233,1.0969710754635775,-0.2650630000310938
gru,6,0.023942271970271,0.0277343637466267,107.39291735732289,-0.9700302029504804,53.86092763752333,62.26681092103929,2.4287631328919628,-0.954076950929645
gru,7,0.0227902589239134,0.028801465088663,96.13716425730934,-0.6108298913157713,54.265500183815035,68.8386744658068,2.242371841829869,-0.6154169421715632
gru,8,0.0243086277111333,0.0275998344706685,249.41570265600365,-3.1107949360694693,58.35309268294725,66.13568760334762,2.4693997087608888,-3.1542552533059567
gru,9,0.02017076433945,0.0225611027764729,157.02288361913864,-2.8501939441624127,49.41303410553844,55.35061495364968,1.992587140437716,-2.834689015253995
gru,10,0.0274843241536243,0.0300711838424075,112.28553346168462,-4.220822224491402,69.01624448512621,75.59969836600679,2.703767872942018,-4.179437675895024
gru,11,0.0221445870721438,0.0266561748489643,184.23828199471143,-0.7004255834502009,54.77008881827735,66.10863014249846,2.1960976199327407,-0.6987398833274268
gru,12,0.0213372711326382,0.0276628572860569,97.19953093945956,-0.895046290898514,53.492504594959016,69.04693590404852,2.172321637033084,-0.9039664852349872
gru,13,0.0261379219283645,0.03186547328536,249.6352251921477,-0.3364864345934626,61.26923949163897,74.23616189458316,2.64700832981981,-0.3349899550888477
gru,14,0.0238767563328176,0.0287502886968885,101.18721895119444,-0.6571692953171586,56.18857206454731,67.45025967425036,2.4256105714837597,-0.6463776295243411
gru,15,0.0208829201228316,0.0234266641714574,252.4009825364256,-2.8007604773835117,48.04636922138193,54.022306515378375,2.0611238108851215,-2.7413785837526783
gru,16,0.0186100957014304,0.0235928292242207,89.89644654752806,-0.3548828696723611,41.56565922114023,52.28050034726863,1.8859034651136624,-0.3557524460650507
gru,17,0.0564968225159073,0.0620052608138682,124.69391242627164,-7.37173459983288,123.78349473154356,136.2154893261773,5.462176862430225,-6.9970751988004
gru,18,0.0197757131908226,0.0273194638469458,116.5070640568589,-0.4213215736731661,44.79667601133726,62.24139274793324,1.9444777576164176,-0.4234190132529098
gru,19,0.0498876159092986,0.0613855552247296,93.67557441077562,-1.6301546510186733,123.05464303938022,152.42564429107549,4.805710837640014,-1.5805500953276947
gru,20,0.0239611314173237,0.0317061180044536,96.89897201665715,-0.024771809598729,63.64527737491926,84.74299346381633,2.3684968096904075,-0.0309944062038523
gru,21,0.0508867530168038,0.0668335374858771,128.9808281985977,-1.2182196425756575,135.0734643917846,176.0669639392921,5.318502604897052,-1.2526375709914208
gru,22,0.0620944131036443,0.0641766815550499,114.66938370537896,-20.07044978083633,168.26931887057998,174.08459278128424,6.0081826984102715,-19.11756648957375
gru,23,0.0106660973617612,0.012575476544289,181.71402781198057,0.0642492284376025,29.437291996536032,34.720083828028244,1.0691570689230652,0.065671332151033
gru,24,0.0418256227026173,0.047098838733687,114.063925497029,-3.840874014026848,116.38977689335206,131.24207185579633,4.074510413338389,-3.796205207054863
gru,25,0.0373358676458387,0.0411242294825141,200.30180656941093,-6.849726300021142,108.36478101812811,119.5427533044994,3.6504536347518672,-6.657140924167607
gru,26,0.034413419617641,0.0396592171285139,83.08992050426956,-1.3301971722318648,99.58449513195372,114.38580306973834,3.520398222431264,-1.3236549150485062
gru,27,0.0106411525720406,0.0126139769744247,186.96088166690768,-1.0578946699699086,30.170146006972914,35.7764241297029,1.0620128267718114,-1.0550643941465303
gru,28,0.0439175520976817,0.0517851933672414,270.97492469761926,-5.410468048781802,127.35935913735466,150.36700941609237,4.2607417613764165,-5.2336290216652674
gru,29,0.0093840555491214,0.0113017721143792,356.6934425621601,-0.0044245741120076,27.876110945984372,33.479028990173944,0.9421115655975568,-0.0004706339213875
gru,30,0.0752841175366794,0.0834237468962576,116.54836615371242,-6.300672054004678,229.9621230512932,255.72128675000567,7.191960546539603,-5.9442683034078225
gru,31,0.0142621238441154,0.0171338329469176,86.76187653720942,0.0980271494987647,47.769847521417,57.66831852322856,1.4137345925992508,0.0890710236336134
gru,32,0.0161980914616294,0.0200699315101776,129.04001895594098,-0.1181193071604236,54.57496747578691,67.26322435716132,1.6350957578113503,-0.1151948183003808
