fold,forecast_origin,forecast_end,train_samples,validation_samples,train_target_start,train_target_end,validation_target_start,validation_target_end,target_date,horizon_step
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-08-24T00:00:00,1
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-08-25T00:00:00,2
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-08-26T00:00:00,3
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-08-29T00:00:00,4
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-08-31T00:00:00,5
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-01T00:00:00,6
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-02T00:00:00,7
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-05T00:00:00,8
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-06T00:00:00,9
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-07T00:00:00,10
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-08T00:00:00,11
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-09T00:00:00,12
1,2022-08-23T00:00:00,2022-09-21T00:00:00,4597,985,2000-05-08T00:00:00,2018-09-10T00:00:00,2018-09-11T00:00:00,2022-08-23T00:00:00,2022-09-12T00:00:00,13
